name,evolution_info,ability_1,ability_2,hidden_ability,hp,atk,def,sp_atk,sp_def,spd,catch_rate,rarity,obtainability,type1,type2,wiki_url,gen
Klink,It evolves into Klang upon reaching level 38.,Plus,Minus,Clear Body,40,55,70,45,60,30,16.99,Rare,"['Land', 'Bosses']",Steel,,https://wiki.pokemonrevolution.net/index.php?title=Klink,5
Klinklang,It evolves from Klang upon reaching level 49.,Plus,Minus,Clear Body,60,100,115,70,85,90,3.92,Unhuntable,[],Steel,,https://wiki.pokemonrevolution.net/index.php?title=Klinklang,5
Krokorok,It evolves from Sandile starting at level 29 and evolves into Krookodile upon reaching level 40.,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,11.76,Unhuntable,[],Ground, Dark,https://wiki.pokemonrevolution.net/index.php?title=Krokorok,5
Krookodile,It evolves from Krokorok starting at level,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,5.88,Unhuntable,[],Ground, Dark,https://wiki.pokemonrevolution.net/index.php?title=Krookodile,5
Kyurem,,Pressure,,,125,130,90,130,90,95,0.39,Unhuntable,[],Dragon, Ice,https://wiki.pokemonrevolution.net/index.php?title=Kyurem,5
Lampent,"Having it evolved from Litwick upon reaching level 41, which then evolves into Chandelure when exposed to a Dusk Stone.",Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,11.76,Unhuntable,[],Ghost, Fire,https://wiki.pokemonrevolution.net/index.php?title=Lampent,5
Landorus,,Sand Force,,Sheer Force,89,125,90,115,80,101,0.39,Unhuntable,[],Ground, Flying,https://wiki.pokemonrevolution.net/index.php?title=Landorus,5
Larvesta,It evolves into Volcarona upon reaching level 59.,Flame Body,,Swarm,55,85,55,50,55,60,5.88,Rare,"['Land', 'Bosses']",Bug, Fire,https://wiki.pokemonrevolution.net/index.php?title=Larvesta,5
Leavanny,It evolves from Swadloon when leveled up with maximum happiness.,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,5.88,Unhuntable,[],Bug, Grass,https://wiki.pokemonrevolution.net/index.php?title=Leavanny,5
Liepard,It evolves from Purrloin starting at level 20.,Limber,Unburden,Prankster,64,88,50,88,50,106,11.76,Unhuntable,[],Dark,,https://wiki.pokemonrevolution.net/index.php?title=Liepard,5
Lilligant,It evolves from Petilil when exposed to a Sun Stone.,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,9.8,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Lilligant,5
Lillipup,"It evolves into Herdier upon reaching level 16, which then evolves into Stoutland at level 32.",Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,33.33,Uncommon,"['Land', 'Bosses']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Lillipup,5
Litwick,"It evolves into Lampent upon reaching level 41, which then evolves into Chandelure when exposed to a Dusk Stone.",Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,24.84,Rare,"['Land', 'Bosses']",Ghost, Fire,https://wiki.pokemonrevolution.net/index.php?title=Litwick,5
Mandibuzz,,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,7.84,Unhuntable,[],Dark, Flying,https://wiki.pokemonrevolution.net/index.php?title=Mandibuzz,5
Maractus,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,33.33,Rare,['Land'],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Maractus,5
Meloetta,,Serene Grace,,,100,77,77,128,128,90,0.39,Unhuntable,[],Normal, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Meloetta,5
Mienfoo,It evolves into Mienshao upon reaching level 50.,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,23.53,Rare,"['Land', 'Bosses']",Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Mienfoo,5
Mienshao,Having it evolved from Mienfoo upon reaching level 50.,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,5.88,Unhuntable,[],Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Mienshao,5
Minccino,It evolves into Cinccino when exposed to a Shiny Stone.,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,33.33,Rare,"['Land', 'Bosses']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Minccino,5
Munna,It evolves into Musharna when exposed to a Moon Stone.,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,24.84,Rare,['Land'],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Munna,5
Musharna,It evolves from Munna when exposed to a Moon Stone.,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,9.8,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Musharna,5
Oshawott,"It evolves into Dewott upon reaching level 17, which then evolves into Samurott at level 36. It is the Water type starter of Unova.",Torrent,,Shell Armor,55,55,45,63,45,45,5.88,Rare,"['Surfing', 'Bosses']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Oshawott,5
Palpitoad,It evolves from Tympole starting at level 25 and then evolves into Seismitoad upon reaching level 36.,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,15.69,Unhuntable,['Land'],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Palpitoad,5
Panpour,It evolves into Simipour when exposed to a Water Stone.,Gluttony,,Torrent,50,53,48,53,48,64,24.84,Uncommon,"['Land', 'Headbutt Trees']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Panpour,5
Pansage,It evolves into Simisage when exposed to a Leaf Stone.,Gluttony,,Overgrow,50,53,48,53,48,64,24.84,Uncommon,"['Land', 'Headbutt Trees']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Pansage,5
Pansear,It evolves into Simisear when exposed to a Fire Stone.,Gluttony,,Blaze,50,53,48,53,48,64,24.84,Uncommon,"['Land', 'Headbutt Trees']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Pansear,5
Patrat,It evolves into Watchog upon reaching level 20.,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,33.33,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Patrat,5
Pawniard,It evolves into Bisharp upon reaching level 52.,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,15.69,Rare,"['Land', 'Excavation', 'Bosses']",Dark, Steel,https://wiki.pokemonrevolution.net/index.php?title=Pawniard,5
Petilil,It evolves into Lilligant when exposed to a Sun Stone.,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,24.84,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Petilil,5
Pidove,"It evolves into Tranquill upon reaching level 21, which then evolves into Unfezant at level 32.",Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,33.33,Rare,['Land'],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Pidove,5
Pignite,It evolves from Tepig starting at level 17 and then evolves into Emboar upon reaching level 36.,Blaze,,Thick Fat,90,93,55,70,55,55,5.88,Unhuntable,['Land'],Fire, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Pignite,5
Purrloin,It evolves into Liepard upon reaching level 20.,Limber,Unburden,Prankster,41,50,37,50,37,66,33.33,Rare,"['Land', 'Bosses']",Dark,,https://wiki.pokemonrevolution.net/index.php?title=Purrloin,5
Reshiram,,Turboblaze,,,100,120,100,150,120,90,0.39,Unhuntable,[],Dragon, Fire,https://wiki.pokemonrevolution.net/index.php?title=Reshiram,5
Reuniclus,It evolves from Duosion upon reaching level 41.,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,6.54,Unhuntable,[],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Reuniclus,5
Roggenrola,"It evolves into Boldore upon reaching level 25, which then evolves into Gigalith when traded.",Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,33.33,Rare,"['Land', 'Dig Spots']",Rock,,https://wiki.pokemonrevolution.net/index.php?title=Roggenrola,5
Rufflet,It evolves into Braviary upon reaching level 54.,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,24.84,Rare,['Land'],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Rufflet,5
Samurott,It evolves from Dewott starting at level 36.,Torrent,,Shell Armor,95,100,85,108,70,70,5.88,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Samurott,5
Sandile,"It evolves into Krokorok upon reaching level 29, which then evolves into Krookodile at level 40.",Intimidate,Moxie,Anger Point,50,72,35,35,35,65,23.53,Rare,['Land'],Ground, Dark,https://wiki.pokemonrevolution.net/index.php?title=Sandile,5
Sawk,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,5.88,Rare,"['Land', 'Bosses']",Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Sawk,5
Sawsbuck,It evolves from Deerling upon reaching level 34.,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,9.8,Unhuntable,[],Normal, Grass,https://wiki.pokemonrevolution.net/index.php?title=Sawsbuck,5
Scolipede,It evolves from Whirlipede starting at level 30.,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,5.88,Unhuntable,[],Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Scolipede,5
Scrafty,It evolves from Scraggy starting at level 39.,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,11.76,Unhuntable,[],Dark, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Scrafty,5
Scraggy,It evolves into Scrafty upon reaching level 39.,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,23.53,Rare,"['Land', 'Excavation', 'Bosses']",Dark, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Scraggy,5
Seismitoad,It evolves from Palpitoad starting at level 36.,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,5.88,Unhuntable,[],Water, Ground,https://wiki.pokemonrevolution.net/index.php?title=Seismitoad,5
Serperior,It evolves from Servine starting at level 36.,Overgrow,,Contrary,75,75,95,75,95,113,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Serperior,5
Servine,It evolves from Snivy starting at level 17 and then evolves into Serperior upon reaching level 36.,Overgrow,,Contrary,60,60,75,60,75,83,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Servine,5
Sewaddle,"It evolves into Swadloon upon reaching level 20, which then evolves into Leavanny when leveled up with maximum happiness (255).",Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,33.33,Rare,"['Land', 'Headbutt Trees']",Bug, Grass,https://wiki.pokemonrevolution.net/index.php?title=Sewaddle,5
Shelmet,It evolves into Accelgor when traded with a Karrablast.,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,26.14,Rare,['Land'],Bug,,https://wiki.pokemonrevolution.net/index.php?title=Shelmet,5
Sigilyph,,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,5.88,Rare,"['Land', 'Excavation', 'Bosses']",Psychic, Flying,https://wiki.pokemonrevolution.net/index.php?title=Sigilyph,5
Simipour,It evolves from Panpour when exposed to a Water Stone.,Gluttony,,Torrent,75,98,63,98,63,101,9.8,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Simipour,5
Simisage,It evolves from Pansage when exposed to a Leaf Stone.,Gluttony,,Overgrow,75,98,63,98,63,101,9.8,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Simisage,5
Simisear,It evolves from Pansear when exposed to a Fire Stone.,Gluttony,,Blaze,75,98,63,98,63,101,9.8,Unhuntable,[],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Simisear,5
Snivy,"It evolves into Servine upon reaching level 17, which then evolves into Serperior when it reaches level 36.",Overgrow,,Contrary,45,45,55,45,55,63,5.88,Rare,"['Land', 'Bosses']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Snivy,5
Solosis,"It evolves into Duosion upon reaching level 32, which then evolves into Reuniclus at level 41.",Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,26.14,Rare,"['Land', 'Bosses']",Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Solosis,5
Stoutland,It evolves from Herdier starting at level 32.,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,5.88,Unhuntable,[],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Stoutland,5
Stunfisk,,Static,Limber,Sand Veil,109,66,84,81,99,32,9.8,Rare,"['Land', 'Dig Spots']",Ground, Electric,https://wiki.pokemonrevolution.net/index.php?title=Stunfisk,5
Swadloon,It evolves from Sewaddle starting at level 20 and then evolves into Leavanny when leveled up with maximum happiness.,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,15.69,Unhuntable,[],Bug, Grass,https://wiki.pokemonrevolution.net/index.php?title=Swadloon,5
Swanna,It evolves from Ducklett upon reaching level 35.,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,5.88,Unhuntable,[],Water, Flying,https://wiki.pokemonrevolution.net/index.php?title=Swanna,5
Swoobat,It evolves from Woobat when leveled up with maximum happiness.,Unaware,Klutz,Simple,67,57,55,77,55,114,5.88,Unhuntable,[],Psychic, Flying,https://wiki.pokemonrevolution.net/index.php?title=Swoobat,5
Tepig,"It evolves into Pignite upon reaching level 17, which then evolves into Emboar when it reaches level 36.",Blaze,,Thick Fat,65,63,45,45,45,45,5.88,Rare,"['Land', 'Bosses']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Tepig,5
Terrakion,,Justified,,,91,129,90,72,90,108,0.39,Unhuntable,[],Rock, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Terrakion,5
Throh,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,5.88,Rare,"['Land', 'Bosses']",Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Throh,5
Thundurus,,Prankster,,Defiant,79,115,70,125,80,111,0.39,Unhuntable,[],Electric, Flying,https://wiki.pokemonrevolution.net/index.php?title=Thundurus,5
Timburr,"It evolves into Gurdurr upon reaching level 25, which then evolves into Conkeldurr when traded.",Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,23.53,Rare,"['Land', 'Bosses']",Fighting,,https://wiki.pokemonrevolution.net/index.php?title=Timburr,5
Tirtouga,It evolves into Carracosta upon reaching level 37.,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,5.88,Rare,['Surfing'],Water, Rock,https://wiki.pokemonrevolution.net/index.php?title=Tirtouga,5
Tornadus,,Prankster,,Defiant,79,115,70,125,80,111,0.39,Unhuntable,[],Flying,,https://wiki.pokemonrevolution.net/index.php?title=Tornadus,5
Tranquill,It evolves from Pidove starting at level and then evolves into Unfezant upon reaching level 32.,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,15.69,Unhuntable,[],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Tranquill,5
Trubbish,It evolves into Garbodor upon reaching level 36.,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,24.84,Rare,['Land'],Poison,,https://wiki.pokemonrevolution.net/index.php?title=Trubbish,5
Tympole,"It evolves into Palpitoad upon reaching level 25, which then evolves into Seismitoad at level 36.",Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,7.71,Rare,"['Land', 'Surfing', 'Bosses']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Tympole,5
Tynamo,"It evolves into Eelektrik upon reaching level 39, which then evolves into Eelektross when exposed to a Thunder Stone.",Levitate,,,35,55,40,45,40,60,24.84,Rare,"['Land', 'Surfing', 'Bosses']",Electric,,https://wiki.pokemonrevolution.net/index.php?title=Tynamo,5
Unfezant,It evolves from Tranquill starting at level 32.,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,5.88,Unhuntable,[],Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Unfezant,5
Vanillish,It evolves from Vanillite upon reaching level 35 and then evolves into Vanilluxe upon reaching level 37.,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,15.69,Unhuntable,[],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Vanillish,5
Vanillite,"It evolves into Vanillish upon reaching level 35, which then evolves into Vanilluxe at level 47.",Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,33.33,Rare,"['Land', 'Surfing']",Ice,,https://wiki.pokemonrevolution.net/index.php?title=Vanillite,5
Vanilluxe,It evolves from Vanillish upon reaching level 47.,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,5.88,Unhuntable,[],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Vanilluxe,5
Venipede,"It evolves into Whirlipede upon reaching level 22, which then evolves into Scolipede when it reaches level 30.",Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,33.33,Rare,"['Land', 'Excavation']",Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Venipede,5
Victini,,Victory Star,,,100,100,100,100,100,100,0.39,Unhuntable,[],Psychic, Fire,https://wiki.pokemonrevolution.net/index.php?title=Victini,5
Virizion,,Justified,,,91,90,72,90,129,108,0.39,Unhuntable,[],Grass, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Virizion,5
Volcarona,Having it evolved from Larvesta upon reaching level 59.,Flame Body,,Swarm,85,60,65,135,105,100,1.96,Unhuntable,['Mysterious Ticket'],Bug, Fire,https://wiki.pokemonrevolution.net/index.php?title=Volcarona,5
Vullaby,It evolves into Mandibuzz upon reaching level 54.,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,24.84,Rare,"['Land', 'Bosses']",Dark, Flying,https://wiki.pokemonrevolution.net/index.php?title=Vullaby,5
Watchog,It evolves from Patrat starting at level 20.,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,33.33,Common,['Land'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Watchog,5
Whimsicott,It evolves from Cottonee when exposed to a Sun Stone.,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,9.8,Unhuntable,[],Grass, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Whimsicott,5
Whirlipede,It evolves from Venipede starting at level 22 and evolving into Scolipede upon reaching level 30.,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,15.69,Rare,['Land'],Bug, Poison,https://wiki.pokemonrevolution.net/index.php?title=Whirlipede,5
Woobat,It evolves into Swoobat when leveled up with maximum Happiness (255).,Unaware,Klutz,Simple,55,45,43,55,43,72,24.84,Rare,"['Land', 'Headbutt Trees', 'Bosses']",Psychic, Flying,https://wiki.pokemonrevolution.net/index.php?title=Woobat,5
Yamask,It evolves into Cofagrigus upon reaching level 34.,Mummy,,,38,30,85,55,65,30,24.84,Rare,"['Land', 'Excavation', 'Bosses']",Ghost,,https://wiki.pokemonrevolution.net/index.php?title=Yamask,5
Zebstrika,It evolves from Blitzle starting at level 27.,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,9.8,Unhuntable,[],Electric,,https://wiki.pokemonrevolution.net/index.php?title=Zebstrika,5
Zekrom,,Teravolt,,,100,150,120,120,100,90,0.39,Unhuntable,[],Dragon, Electric,https://wiki.pokemonrevolution.net/index.php?title=Zekrom,5
Zoroark,It evolves from Zorua at level 30.,Illusion,,,60,105,60,120,60,105,5.88,Unhuntable,['Birth Island'],Dark,,https://wiki.pokemonrevolution.net/index.php?title=Zoroark,5
Zorua,It evolves into Zoroark upon reaching level 30.,Illusion,,,40,65,40,80,40,65,9.8,Rare,['Land'],Dark,,https://wiki.pokemonrevolution.net/index.php?title=Zorua,5
Zweilous,"Having it evolved from Deino upon reaching level 50, and evolves into Hydreigon at level 64.",Hustle,,,72,85,70,65,70,58,5.88,Unhuntable,[],Dark, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Zweilous,5
Aegislash,Having it evolved from Doublade when exposed to a Dusk Stone. Aegislash is the final evolved form of Honedge. It's unique ability Stance Change (ability) allows it to change to it's Blade form when using a damage-dealing move and change it's stats as well to be offensive focused instead of defensive focused.,Stance Change,,,60,50,150,50,150,60,5.88,Unhuntable,[],Steel, Ghost,https://wiki.pokemonrevolution.net/index.php?title=Aegislash,6
Amaura,It evolves into Aurorus upon reaching level 39 and then leveling up during nighttime.,Refrigerate,,Snow Warning,77,59,50,67,63,46,5.88,Rare,"['Land', 'Bosses', 'Sail Fossil']",Rock, Ice,https://wiki.pokemonrevolution.net/index.php?title=Amaura,6
Aromatisse,It evolves from Spritzee when traded while holding a Sachet.,Healer,,Aroma Veil,101,72,72,99,89,29,18.3,Rare,['Land'],Fairy,,https://wiki.pokemonrevolution.net/index.php?title=Aromatisse,6
Aurorus,It evolves from Amaura upon reaching level 39 and then being leveled up during nighttime.,Refrigerate,,Snow Warning,123,77,72,99,92,58,5.88,Unhuntable,[],Rock, Ice,https://wiki.pokemonrevolution.net/index.php?title=Aurorus,6
Avalugg,It evolves from Bergmite upon reaching level 37.,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,7.19,Unhuntable,[],Ice,,https://wiki.pokemonrevolution.net/index.php?title=Avalugg,6
Barbaracle,It evolves from Binacle upon reaching level 39.,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68,5.88,Unhuntable,[],Rock, Water,https://wiki.pokemonrevolution.net/index.php?title=Barbaracle,6
Bergmite,It evolves into Avalugg upon reaching level 37.,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,24.84,Rare,"['Land', 'Excavation']",Ice,,https://wiki.pokemonrevolution.net/index.php?title=Bergmite,6
Binacle,It evolves into Barbaracle upon reaching level 39.,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50,15.69,Rare,['Surfing'],Rock, Water,https://wiki.pokemonrevolution.net/index.php?title=Binacle,6
Braixen,It evolves from Fennekin upon reaching level 16 and then evolves into Delphox upon reaching level 36.,Blaze,,Magician,59,59,58,90,70,73,5.88,Unhuntable,[],Fire,,https://wiki.pokemonrevolution.net/index.php?title=Braixen,6
Bunnelby,It evolves into Diggersby starting at level 20.,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,33.33,Rare,['Wild'],Normal,,https://wiki.pokemonrevolution.net/index.php?title=Bunnelby,6
Carbink,,Clear Body,,Sturdy,50,50,150,50,150,50,7.84,Rare,['Land'],Rock, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Carbink,6
Chesnaught,It evolves from Quilladin upon reaching level 36.,Overgrow,,Bulletproof,88,107,122,74,75,64,5.88,Unhuntable,[],Grass, Fighting,https://wiki.pokemonrevolution.net/index.php?title=Chesnaught,6
Chespin,It evolves into Quilladin upon reaching level 16.,Overgrow,,Bulletproof,56,61,65,48,45,38,5.88,Rare,"['Land', 'Bosses']",Grass,,https://wiki.pokemonrevolution.net/index.php?title=Chespin,6
Clauncher,It evolves into Clawitzer upon reaching level 37.,Mega Launcher,,,50,63,62,58,63,44,29.41,Rare,['Fishing'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Clauncher,6
Clawitzer,It evolves from Clauncher when it reaches level 37.,Mega Launcher,,,71,73,88,120,89,59,7.19,Unhuntable,['Land'],Water,,https://wiki.pokemonrevolution.net/index.php?title=Clawitzer,6
Dedenne,,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,23.53,Rare,"['Land', 'Bosses']",Electric, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Dedenne,6
Delphox,It evolves from Braixen upon reaching level 36.,Blaze,,Magician,75,69,72,114,100,104,5.88,Unhuntable,[],Fire, Psychic,https://wiki.pokemonrevolution.net/index.php?title=Delphox,6
Diancie,,Clear Body,,,50,100,150,100,150,50,0.39,Unhuntable,[],Rock, Fairy,https://wiki.pokemonrevolution.net/index.php?title=Diancie,6
Diggersby,It evolves from Bunnelby upon reaching level 20.,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,16.6,Unhuntable,[],Normal, Ground,https://wiki.pokemonrevolution.net/index.php?title=Diggersby,6
Doublade,"Having it evolved from Honedge upon reaching level 35, and evolves in Aegislash with a Dusk Stone.",No Guard,,,59,110,150,45,49,35,11.76,Unhuntable,[],Steel, Ghost,https://wiki.pokemonrevolution.net/index.php?title=Doublade,6
Dragalge,It evolves from Skrelp when it reaches level 48.,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,7.19,Unhuntable,[],Poison, Dragon,https://wiki.pokemonrevolution.net/index.php?title=Dragalge,6
Espurr,It evolves into Meowstic upon reaching level 25.,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,24.84,Rare,['Land'],Psychic,,https://wiki.pokemonrevolution.net/index.php?title=Espurr,6
Fennekin,It evolves into Braixen upon reaching level 16.,Blaze,,Magician,40,45,40,62,60,60,5.88,Rare,"['Land', 'Bosses']",Fire,,https://wiki.pokemonrevolution.net/index.php?title=Fennekin,6
Flabebe,It evolves into Floette upon reaching level 19.,Flower Veil,,Symbiosis,44,38,39,61,79,42,29.41,Rare,"['Land', 'Surfing', 'Excavation']",Fairy,,https://wiki.pokemonrevolution.net/index.php?title=Flabebe,6
Fletchinder,It evolves from Fletchling upon reaching level 17 then evolves into Talonflame upon reaching level 35.,Flame Body,,Gale Wings,62,73,55,56,52,84,15.69,Rare,[],Fire, Flying,https://wiki.pokemonrevolution.net/index.php?title=Fletchinder,6
Fletchling,It evolves into Fletchinder upon reaching level 17.,Big Pecks,,Gale Wings,45,50,43,40,38,62,33.33,Rare,"['Land', 'Bosses']",Normal, Flying,https://wiki.pokemonrevolution.net/index.php?title=Fletchling,6
Floette,It evolves from Flabebe upon reaching level 19 and then evolves into Florges when exposed to a Shiny Stone.,Flower Veil,,Symbiosis,54,45,47,75,98,52,15.69,Unhuntable,[],Fairy,,https://wiki.pokemonrevolution.net/index.php?title=Floette,6
Florges,It evolves from Floette when exposed to a Shiny Stone.,Flower Veil,,Symbiosis,78,65,68,112,154,75,5.88,Unhuntable,[],Fairy,,https://wiki.pokemonrevolution.net/index.php?title=Florges,6
Froakie,"It evolves into Frogadier starting at level 16, which evolves into Greninja starting at level 36.",Torrent,,Protean,41,56,40,62,44,71,5.88,Rare,"['Surfing', 'Miscellaneous methods']",Water,,https://wiki.pokemonrevolution.net/index.php?title=Froakie,6
Frogadier,It evolves from Froakie starting at level 16 and evolves into Greninja starting at level 36.,Torrent,,Protean,54,63,52,83,56,97,5.88,Unhuntable,[],Water,,https://wiki.pokemonrevolution.net/index.php?title=Frogadier,6
Furfrou,,Fur Coat,,,75,80,60,65,90,102,20.92,Rare,"['Land', 'Bosses']",Normal,,https://wiki.pokemonrevolution.net/index.php?title=Furfrou,6
Gogoat,It evolves from Skiddo upon reaching level 32.,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,5.88,Unhuntable,[],Grass,,https://wiki.pokemonrevolution.net/index.php?title=Gogoat,6
Goodra,"It evolves from Sliggoo starting at level 50 when leveled up during rain in the overworld. It is the final form of Goomy. 
Keep in mind that rain in the overworld is randomized.",Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,5.88,Unhuntable,['Mysterious Ticket'],Dragon,,https://wiki.pokemonrevolution.net/index.php?title=Goodra,6
Goomy,"It evolves into Sliggoo upon reaching level 40 and evolves into Goodra starting at level 50 when leveled up during rain in the overworld.
Keep in mind that rain in the overworld is randomized.",Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,5.88,Rare,"['Land', 'Excavation', 'Bosses']",Dragon,,https://wiki.pokemonrevolution.net/index.php?title=Goomy,6
Gourgeist,Having evolved from Pumpkaboo when traded.,Pickup,Frisk,Insomnia,65,90,122,58,75,84,7.84,Unhuntable,[],Ghost, Grass,https://wiki.pokemonrevolution.net/index.php?title=Gourgeist,6
