name,evolution_info,types,abilities,HP,Atk,Def,Sp.Atk,Sp.Def,Spd,catch_rate,obtainability
Chimchar,"It evolves into Monferno upon reaching level 14, which then evolves into Infernape at level 36. It is the Fire type starter of Sinnoh",['Fire'],"['Blaze', 'Iron Fist']",44,58,44,58,44,61,5.88%,"['Land', 'Headbutt Trees', 'Bosses']"
Chingling,It evolves into Chimecho when leveled up with maximum Happiness(255) during night-time.,['Psychic'],['Levitate'],45,30,50,65,50,45,15.69%,"['Land', 'Headbutt Trees']"
Combee,It evolves into Vespiquen upon reaching level 21; must be female.,"['Bug', 'Flying']","['Honey Gather', 'Hustle']",30,30,42,30,42,70,15.69%,"['Land', 'Headbutt Trees', 'Excavation']"
Cranidos,It evolves into Rampardos upon reaching level 30.,['Rock'],"['Mold Breaker', 'Sheer Force']",67,125,40,30,30,58,5.88%,"['Land', 'Skull Fossil']"
Cresselia,,['Psychic'],['Levitate'],120,70,120,75,130,85,0.39%,[]
Croagunk,It evolves into Toxicroak upon reaching level 37.,"['Poison', 'Fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']",48,61,40,61,40,50,18.3%,"['Land', 'Excavation']"
Darkrai,,['Dark'],['Bad Dreams'],70,90,90,135,90,125,0.39%,[]
Dialga,,"['Steel', 'Dragon']","['Pressure', 'Telepathy']",100,120,120,150,100,90,0.39%,[]
Drapion,It evolves from Skorupi starting at level 40.,"['Poison', 'Dark']","['Battle Armor', 'Sniper', 'Keen Eye']",70,90,110,60,75,95,5.88%,[]
Drifblim,Drifblim is a Ghost and Flying-type Pokémon. Having evolved from Drifloon at level 28.,"['Ghost', 'Flying']","['Aftermath', 'Unburden', 'Flare Boost']",150,80,44,90,54,80,7.84%,[]
Drifloon,It evolves into Drifblim upon reaching level 28.,"['Ghost', 'Flying']","['Aftermath', 'Unburden', 'Flare Boost']",90,50,34,60,44,70,16.34%,"['Land', 'Headbutt Trees']"
Dusknoir,It evolves from Dusclops when traded while holding a Reaper Cloth.,['Ghost'],"['Pressure', 'Frisk']",45,100,135,65,135,45,11.76%,[]
Electivire,"Electivire is an Electric-type Pokémon. Having evolved from Electabuzz when traded holding an Electirizer, it is the final evolutionary stage of Elekid.",['Electric'],"['Motor Drive', 'Vital Spirit']",75,123,67,95,85,95,3.92%,[]
Empoleon,"Empoleon is a Water and Steel-type Pokémon. Having evolved from Prinplup at level 36, it is the final evolutionary stage of Piplup.","['Water', 'Steel']","['Torrent', 'Defiant']",84,86,88,111,101,60,5.88%,[]
Finneon,It evolves into Lumineon upon reaching level 31.,['Water'],"['Swift Swim', 'Storm Drain', 'Water Veil']",49,49,56,49,61,66,24.84%,"['Surfing', 'Fishing']"
Floatzel,It evolves from Buizel upon reaching level 26.,['Water'],"['Swift Swim', 'Water Veil']",85,105,55,85,50,115,9.8%,"['Land', 'Surfing']"
Froslass,"Froslass is a Ice- and Ghost-type Pokémon.
It evolves from Snorunt when exposed to a Dawn Stone (Must be Female). It is the female counterpart to Glalie.","['Ice', 'Ghost']","['Snow Cloak', 'Cursed Body']",70,80,70,80,70,110,9.8%,['Land']
Gabite,It evolves from Gible starting at level 24 and then evolves into Garchomp upon reaching level 48.,"['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']",68,90,65,50,55,82,5.88%,[]
Gallade,"Gallade is a Psychic and Fighting type Pokémon. It evolves from a male Kirlia when exposed to a Dawn Stone. 
It is the male counterpart to Gardevoir and the final evolution of Ralts.","['Psychic', 'Fighting']","['Steadfast', 'Justified']",68,125,65,65,115,80,5.88%,[]
Garchomp,It evolves from Gabite starting at level 48.,"['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']",108,130,95,80,85,102,5.88%,['World Quest']
Gastrodon,Gastrodon is a Water and Ground-type Pokémon. Having evolved from Shellos at level 30.,"['Water', 'Ground']","['Sticky Hold', 'Storm Drain', 'Sand Force']",111,83,68,92,82,39,9.8%,['Surfing']
Gible,"It evolves into Gabite upon reaching level 24, which then evolves into Garchomp at level 48.","['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']",58,70,45,40,45,42,5.88%,"['Land', 'Excavation', 'Bosses']"
Giratina,,"['Ghost', 'Dragon']","['Pressure', 'Telepathy']",150,100,120,100,120,90,0.39%,[]
Glaceon,Glaceon is an Ice type Pokémon and one of the 8 evolutions of Eevee. It evolves from Eevee after leveling up in either Route 217 or the Low Tide Rooms of Shoal Cave.,['Ice'],"['Snow Cloak', 'Ice Body']",65,60,110,130,95,65,5.88%,[]
Glameow,It evolves into Purugly upon reaching level 38.,['Normal'],"['Limber', 'Own Tempo', 'Keen Eye']",49,55,42,42,37,85,24.84%,['Land']
Gliscor,Gliscor is a Ground and Flying type Pokémon. It evolves from Gligar when leveled up while holding a Razor Fang during nighttime.,"['Ground', 'Flying']","['Hyper Cutter', 'Sand Veil', 'Poison Heal']",75,95,125,45,75,95,3.92%,[]
Grotle,"Grotle is a Grass-type Pokémon. Having evolved from Turtwig at level 18, it evolves into Torterra at level 32.",['Grass'],"['Overgrow', 'Shell Armor']",75,89,85,55,65,36,5.88%,[]
Happiny,"It evolves into Chansey when leveled up while holding an Oval Stone during the day-time; thereafter, it will evolve into Blissey when leveled up with maximal happiness.",['Normal'],"['Natural Cure', 'Serene Grace', 'Friend Guard']",100,5,5,15,65,30,16.99%,"['Wild', 'Kanto Daycare']"
Heatran,,"['Fire', 'Steel']","['Flash Fire', 'Flame Body']",91,90,106,130,106,77,0.39%,[]
Hippopotas,It evolves into Hippowdon upon reaching level 34.,['Ground'],"['Sand Stream', 'Sand Force']",68,72,78,38,42,32,18.3%,"['Land', 'Dig Spots']"
Hippowdon,It evolves from Hippopotas starting at level 34.,['Ground'],"['Sand Stream', 'Sand Force']",108,112,118,68,72,47,7.84%,[]
Honchkrow,Honchkrow is a Dark and Flying-type Pokémon. Having evolved from Murkrow via Dusk Stone.,"['Dark', 'Flying']","['Insomnia', 'Super Luck', 'Moxie']",100,125,52,105,52,71,3.92%,[]
Infernape,"Infernape is a Fire and Fighting-type Pokémon. Having evolved from Monferno at level 36, it is the final evolutionary stage of Chimchar.","['Fire', 'Fighting']","['Blaze', 'Iron Fist']",76,104,71,104,71,108,5.88%,[]
Kricketot,It evolves into Kricketune upon reaching level 10.,['Bug'],"['Shed Skin', 'Run Away']",37,25,41,25,41,25,33.33%,"['Land', 'Headbutt Trees']"
Kricketune,It evolves from Kricketot upon reaching level 10.,['Bug'],"['Swarm', 'Technician']",77,85,51,55,51,65,5.88%,['Land']
Leafeon,Leafeon is a Grass type Pokémon and one of the 8 evolutions of Eevee. It evolves from Eevee after leveling up in either Petalburg Woods or Eterna Forest.,['Grass'],"['Leaf Guard', 'Chlorophyll']",65,110,130,60,65,95,5.88%,[]
Lickilicky,"It is the only evolutionary outlet of Lickitung, having evolved from it when leveled up while knowing Rollout.",['Normal'],"['Own Tempo', 'Oblivious', 'Cloud Nine']",110,85,95,80,95,50,3.92%,['Wild']
Lopunny,Lopunny is a Normal-type Pokémon. Having evolved from Buneary with Max. Happiness.,['Normal'],"['Cute Charm', 'Klutz', 'Limber']",65,76,84,54,96,105,7.84%,[]
Lucario,"Lucario is a Fighting and Steel type Pokémon. 
It can Mega Evolve into Mega Lucario using the Lucarionite. 

It evolves from Riolu when leveled up with maximum Happiness(255) during daytime.","['Fighting', 'Steel']","['Steadfast', 'Inner Focus', 'Justified']",70,110,70,115,70,90,5.88%,['Birth Island']
Lumineon,"It is the only evolutionary outlet of Finneon, having evolved from it as early as level 31.",['Water'],"['Swift Swim', 'Storm Drain', 'Water Veil']",69,69,76,69,86,91,9.8%,['Surfing']
Luxio,It evolves from Shinx upon reaching level 15 and evolves into Luxray starting at level 30.,['Electric'],"['Rivalry', 'Intimidate', 'Guts']",60,85,49,60,49,60,15.69%,['Land']
Luxray,Having evolved from Luxio at level 30.,['Electric'],"['Rivalry', 'Intimidate', 'Guts']",80,120,79,95,79,70,5.88%,[]
Magmortar,"Magmortar is the evolved form of Magmar, which evolves when traded while holding a Magmarizer.",['Fire'],"['Flame Body', 'Vital Spirit']",75,95,67,125,95,83,3.92%,[]
Magnezone,"Having evolved from Magneton when leveled up inside either the Power Plant, Mt. Coronet, or New Mauville, it is the final stage in Magnemite's evolutionary line.","['Electric', 'Steel']","['Magnet Pull', 'Sturdy', 'Analytic']",70,70,115,130,90,60,3.92%,[]
Mamoswine,It evolves from Piloswine after leveling up while knowing Ancient Power.,"['Ice', 'Ground']","['Oblivious', 'Snow Cloak', 'Thick Fat']",110,130,80,70,60,80,6.54%,['Land']
Manaphy,,['Water'],['Hydration'],100,100,100,100,100,100,0.39%,[]
Mantyke,It evolves into Mantine when leveled up with a Remoraid in your party.,"['Water', 'Flying']","['Swift Swim', 'Water Absorb', 'Water Veil']",45,20,50,60,120,50,3.27%,"['Surfing', 'Fishing', 'Excavation']"
Mesprit,,['Psychic'],['Levitate'],80,105,105,105,105,80,0.39%,[]
Mime Jr.,It evolves into Mr. Mime when leveled up while knowing Mimic.,"['Psychic', 'Fairy']","['Soundproof', 'Filter', 'Technician']",20,25,45,70,90,60,18.95%,"['Land', 'Bosses']"
Mismagius,Mismagius is a Ghost-type Pokémon. Having evolved from Misdreavus via Dusk Stone.,['Ghost'],['Levitate'],60,60,60,105,105,105,5.88%,[]
Monferno,"Monferno is a Fire and Fighting-type Pokémon. Having evolved from Chimchar at level 14, it evolves into Infernape at level 36.","['Fire', 'Fighting']","['Blaze', 'Iron Fist']",64,78,52,78,52,81,5.88%,[]
Mothim,Mothim is a Bug and Flying-type Pokémon. Having evolved from male Burmy at level 20.,"['Bug', 'Flying']","['Swarm', 'Tinted Lens']",70,94,50,94,50,66,5.88%,['Wild']
Munchlax,It evolves into Snorlax when leveled up with maximum Happiness(255).,['Normal'],"['Pickup', 'Thick Fat', 'Gluttony']",135,85,40,40,85,5,6.54%,"['Land', 'Headbutt Trees', 'Bosses']"
Pachirisu,,['Electric'],"['Run Away', 'Pickup', 'Volt Absorb']",60,45,70,45,90,95,26.14%,"['Land', 'Headbutt Trees']"
Palkia,,"['Water', 'Dragon']","['Pressure', 'Telepathy']",90,120,100,150,120,100,0.39%,[]
Phione,,['Water'],['Hydration'],80,80,80,80,80,80,3.92%,[]
Piplup,"It evolves into Prinplup upon reaching level 16, which then evolves into Empoleon at level 36. It is the Water type starter of Sinnoh.",['Water'],"['Torrent', 'Defiant']",53,51,53,61,56,40,5.88%,"['Land', 'Surfing', 'Headbutt Trees', 'Excavation', 'Bosses']"
Porygon-Z,It evolves from Porygon2 when traded while holding a Dubious Disc.,['Normal'],"['Adaptability', 'Download', 'Analytic']",85,80,70,135,75,90,3.92%,[]
Prinplup,"Prinplup is a Water-type Pokémon. Having evolved from Piplup at level 16, it evolves into Empoleon at level 36.",['Water'],"['Torrent', 'Defiant']",64,66,68,81,76,50,5.88%,[]
Probopass,"It evolves from Nosepass when leveled up in a Magnetic Field. Those being Power Plant, New Mauville, Mt. Coronet Center, Mt. Coronet North and Mt. Coronet South.","['Rock', 'Steel']","['Sturdy', 'Magnet Pull', 'Sand Force']",60,55,145,75,150,40,7.84%,[]
Purugly,Purugly is a Normal-type Pokémon. Having evolved from Glameow at level 38.,['Normal'],"['Thick Fat', 'Own Tempo', 'Defiant']",71,82,64,64,59,112,9.8%,['Land']
Rampardos,Rampardos is a Rock-type Pokémon. Having evolved from Cranidos at level 30.,['Rock'],"['Mold Breaker', 'Sheer Force']",97,165,60,65,50,58,5.88%,[]
Regigigas,,['Normal'],['Slow Start'],110,160,110,80,110,100,0.39%,[]
Rhyperior,"Having evolved from Rhydon when traded while holding a Protector, it is the final stage in Rhyhorn's evolutionary line.","['Ground', 'Rock']","['Lightning Rod', 'Solid Rock', 'Reckless']",115,140,130,55,55,40,3.92%,[]
Riolu,It evolves into Lucario when leveled up with maximal happiness (255) during daytime.,['Fighting'],"['Steadfast', 'Inner Focus', 'Prankster']",40,70,40,35,40,60,9.8%,"['Land', 'Excavation', 'Bosses']"
Roserade,Roserade is a Grass and Poison type Pokémon. It evolves from Roselia when exposed to a Shiny Stone.,"['Grass', 'Poison']","['Natural Cure', 'Poison Point', 'Technician']",60,70,65,125,105,90,9.8%,[]
Rotom,,"['Electric', 'Ghost']",['Levitate'],50,50,77,95,77,91,5.88%,"['Excavation', 'Mt. Coronet Summit', 'Honey Tree', 'Bosses', 'Ghoul Swamp']"
Shaymin,,['Grass'],['Natural Cure'],100,100,100,100,100,100,5.88%,[]
Shellos,It evolves into Gastrodon upon reaching level 30.,['Water'],"['Sticky Hold', 'Storm Drain', 'Sand Force']",76,48,48,57,62,34,24.84%,"['Land', 'Surfing', 'Bosses', 'Excavation']"
Shieldon,It evolves into Bastiodon upon reaching level 30.,"['Rock', 'Steel']","['Sturdy', 'Soundproof']",30,42,118,42,88,30,5.88%,"['Land', 'Armor Fossil']"
Shinx,"It evolves into Luxio upon reaching level 15, which then evolves into Luxray at level 30.",['Electric'],"['Rivalry', 'Intimidate', 'Guts']",46,65,34,40,34,45,30.72%,"['Land', 'Headbutt Trees', 'Bosses']"
Skorupi,It evolves into Drapion upon reaching level 40.,"['Poison', 'Bug']","['Battle Armor', 'Sniper', 'Keen Eye']",40,50,90,30,55,65,15.69%,['Wild']
Skuntank,Skuntank is a Poison and Dark-type Pokémon. Having evolved from Stunky at level 34.,"['Poison', 'Dark']","['Stench', 'Aftermath', 'Keen Eye']",103,93,67,71,61,84,7.84%,['Wild']
Snover,It evolves into Abomasnow upon reaching level 40.,"['Grass', 'Ice']","['Snow Warning', 'Soundproof']",60,62,50,62,60,40,15.69%,"['Land', 'Bosses']"
Spiritomb,,"['Ghost', 'Dark']","['Pressure', 'Infiltrator']",50,92,108,92,108,35,13.07%,['Land']
Staraptor,"Staraptor is a Normal and Flying-type Pokémon. Having evolved from Staravia at level 34, it is the final evolutionary stage of Starly.","['Normal', 'Flying']","['Intimidate', 'Reckless']",85,120,70,50,60,100,5.88%,['Wild']
Staravia,"Staravia is a Normal and Flying-type Pokémon. Having evolved from Starly at level 14, it evolves into Staraptor at level 34.","['Normal', 'Flying']","['Intimidate', 'Reckless']",55,75,50,40,40,80,15.69%,['Wild']
Starly,"It evolves into Staravia upon reaching level 14, which then evolves into Staraptor at level 34.","['Normal', 'Flying']","['Keen Eye', 'Reckless']",40,55,30,30,30,60,33.33%,"['Land', 'Headbutt Trees', 'Bosses']"
Stunky,It evolves into Skuntank upon reaching level 34.,"['Poison', 'Dark']","['Stench', 'Aftermath', 'Keen Eye']",63,63,47,41,41,74,29.41%,['Land']
Tangrowth,"It is the only evolutionary outlet of Tangela, having evolved from it as soon as it's leveled up while knowing Ancient Power.",['Grass'],"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,100,125,110,50,50,3.92%,[]
Togekiss,It evolves from Togetic when exposed to a Shiny Stone.,"['Fairy', 'Flying']","['Hustle', 'Serene Grace', 'Super Luck']",85,50,95,120,115,80,3.92%,[]
Torterra,"Torterra is a Grass and Ground-type Pokémon. Having evolved from Grotle at level 32, it is the final evolutionary stage of Turtwig.","['Grass', 'Ground']","['Overgrow', 'Shell Armor']",95,109,150,75,85,56,5.88%,[]
Toxicroak,It evolves from Croagunk starting at level 37.,"['Poison', 'Fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']",83,106,65,86,65,85,9.8%,[]
Turtwig,"It evolves into Grotle upon reaching level 18, which then evolves into Torterra at level 32. It is the Grass type starter of Sinnoh.",['Grass'],"['Overgrow', 'Shell Armor']",55,68,64,45,55,31,5.88%,"['Land', 'Headbutt Trees', 'Bosses']"
Uxie,,['Psychic'],['Levitate'],75,75,130,75,130,95,0.39%,[]
Vespiquen,Vespiquen is a Bug and Flying-type Pokémon. Having evolved from female Combee at level 21.,"['Bug', 'Flying']","['Pressure', 'Unnerve']",70,80,102,80,102,40,5.88%,['Wild']
Weavile,It evolves from Sneasel when leveled up during nighttime while holding a Razor Claw.,"['Dark', 'Ice']","['Pressure', 'Pickpocket']",70,120,65,45,85,125,5.88%,['Land']
Wormadam-Plant,It evolves from a female Burmy starting at level 20.,"['Bug', 'Grass']","['Anticipation', 'Overcoat']",60,59,85,79,105,36,5.88%,['Land']
Yanmega,It evolves from Yanma after leveling up while knowing Ancient Power.,"['Bug', 'Flying']","['Speed Boost', 'Tinted Lens', 'Frisk']",86,76,86,116,56,95,3.92%,[]
Accelgor,Having it evolved from Shelmet when traded with a Karrablast.,['Bug'],"['Hydration', 'Sticky Hold', 'Unburden']",80,70,40,100,60,145,9.8%,[]
Alomomola,,['Water'],"['Healer', 'Hydration', 'Regenerator']",165,75,80,40,45,65,9.8%,"['Surfing', 'Fishing', 'Excavation']"
Amoonguss,It evolves from Foongus upon reaching level 39.,"['Grass', 'Poison']","['Effect Spore', 'Regenerator']",114,85,70,85,80,30,9.8%,[]
Archen,It evolves into Archeops upon reaching level 37.,"['Rock', 'Flying']",['Defeatist'],55,112,45,74,45,70,5.88%,['Land']
Archeops,It evolves from Archen starting at level 37.,"['Rock', 'Flying']",['Defeatist'],75,140,65,112,65,110,5.88%,[]
Audino,Audino is a Normal type Pokémon. It gains the Fairy type when it Mega evolves.,['Normal'],"['Healer', 'Regenerator', 'Klutz']",103,60,86,60,86,50,33.33%,"['Land', 'Bosses']"
Axew,"It evolves into Fraxure upon reaching level 38, which then evolves into Haxorus at level 48.",['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",46,87,60,30,40,57,9.8%,"['Land', 'Bosses']"
Basculin,,['Water'],"['Reckless', 'Adaptability', 'Mold Breaker']",70,92,65,80,55,98,3.27%,"['Surfing', 'Fishing']"
Beartic,Having evolved from Cubchoo upon reaching level 37.,['Ice'],"['Snow Cloak', 'Slush Rush', 'Swift Swim']",95,110,80,70,80,50,7.84%,['Land']
Beheeyem,Having it evolved from Elgyem upon reaching level 42.,['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",75,75,75,125,95,40,11.76%,[]
Bisharp,Having it evolved from Pawniard upon reaching level 52.,"['Dark', 'Steel']","['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,5.88%,[]
Blitzle,It evolves into Zebstrika upon reaching level 27.,['Electric'],"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",45,60,32,50,32,76,24.84%,"['Land', 'Bosses']"
Boldore,It evolves from Roggenrola upon reaching level 25 and then evolves into Gigalith when traded.,['Rock'],"['Sturdy', 'Weak Armor', 'Sand Force']",70,105,105,50,40,20,15.69%,[]
Bouffalant,,['Normal'],"['Reckless', 'Sap Sipper', 'Soundproof']",95,110,95,40,95,55,5.88%,['Land']
Braviary,Having it evolved from Rufflet upon reaching level 54.,"['Normal', 'Flying']","['Keen Eye', 'Sheer Force', 'Defiant']",100,123,75,57,75,80,7.84%,[]
Carracosta,It evolves from Tirtouga starting at level 37.,"['Water', 'Rock']","['Solid Rock', 'Sturdy', 'Swift Swim']",74,108,133,83,65,32,5.88%,[]
Chandelure,Having it evolved from Lampent when exposed to a Dusk Stone.,"['Ghost', 'Fire']","['Flash Fire', 'Flame Body', 'Infiltrator']",60,55,90,145,90,80,5.88%,[]
Cinccino,It evolves from Minccino when exposed to a Shiny Stone.,['Normal'],"['Cute Charm', 'Technician', 'Skill Link']",75,95,60,65,60,115,7.84%,[]
Cobalion,,"['Steel', 'Fighting']",['Justified'],91,90,129,90,72,108,0.39%,[]
Cofagrigus,It evolves from Yamask starting at level 34.,['Ghost'],['Mummy'],58,50,145,95,105,30,11.76%,[]
Conkeldurr,It evolves from Gurdurr when it has been traded.,['Fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",105,140,95,55,65,45,5.88%,[]
Cottonee,It evolves into Whimsicott when exposed to a Sun Stone.,"['Grass', 'Fairy']","['Prankster', 'Infiltrator', 'Chlorophyll']",40,27,60,37,50,66,24.84%,['Land']
Crustle,It evolves from Dwebble starting at level 34.,"['Bug', 'Rock']","['Sturdy', 'Shell Armor', 'Weak Armor']",70,95,125,65,75,45,9.8%,[]
Cryogonal,,['Ice'],['Levitate'],70,50,30,95,135,105,3.27%,['Surfing']
Cubchoo,It evolves into Beartic upon reaching level 37.,['Ice'],"['Snow Cloak', 'Slush Rush', 'Rattled']",55,70,40,60,40,40,15.69%,['Land']
Darmanitan,It evolves from Darumaka starting at level 35.,['Fire'],"['Sheer Force', 'Zen Mode']",105,140,55,30,55,95,7.84%,[]
Darumaka,It evolves into Darmanitan upon reaching level 35.,['Fire'],"['Hustle', 'Inner Focus']",70,90,45,15,45,50,15.69%,"['Land', 'Excavation', 'Bosses']"
Deerling,It evolves into Sawsbuck upon reaching level 34.,"['Normal', 'Grass']","['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,60,50,40,50,75,24.84%,['Land']
Deino,"It evolves into Zweilous upon reaching level 50, which then evolves into Hydreigon at level 64.","['Dark', 'Dragon']",['Hustle'],52,65,50,45,50,38,5.88%,"['Land', 'Excavation', 'Bosses']"
Dewott,It evolves from Oshawott starting at level 16 and then evolves into Samurott upon reaching level 36.,['Water'],"['Torrent', 'Shell Armor']",75,75,60,83,60,60,5.88%,['Land']
Drilbur,It evolves into Excadrill upon reaching level 31.,['Ground'],"['Sand Rush', 'Sand Force', 'Mold Breaker']",60,85,40,30,45,68,15.69%,"['Land', 'Excavation', 'Bosses', 'Dig Spots']"
Druddigon,,['Dragon'],"['Rough Skin', 'Sheer Force', 'Mold Breaker']",77,120,90,60,90,48,5.88%,['Bosses']
Ducklett,It evolves into Swanna upon reaching level 35.,"['Water', 'Flying']","['Keen Eye', 'Big Pecks', 'Hydration']",62,44,50,44,50,55,24.84%,"['Land', 'Surfing']"
Duosion,It evolves from Solosis upon reaching level 32 and then evolves into Reuniclus upon reaching level 41.,['Psychic'],"['Overcoat', 'Magic Guard', 'Regenerator']",65,40,50,125,60,30,13.07%,[]
Durant,,"['Bug', 'Steel']","['Swarm', 'Hustle', 'Truant']",58,109,112,48,48,109,11.76%,"['Land', 'Headbutt Trees']"
Dwebble,It evolves into Crustle upon reaching level 34.,"['Bug', 'Rock']","['Sturdy', 'Shell Armor', 'Weak Armor']",50,65,85,35,35,55,24.84%,['Land']
Eelektrik,"Having it evolved from Tynamo upon reaching level 39, which then evolves into Eelektross when exposed to a Thunder Stone.",['Electric'],['Levitate'],65,85,70,75,70,40,7.84%,[]
Eelektross,Having it evolved from Eelektrik when exposed to a Thunder Stone.,['Electric'],['Levitate'],85,115,80,105,80,50,3.92%,"['Level Up', 'Egg Moves', 'Pre-Evolution Moves', 'TMs and HMs', 'TM-tutors', 'Move Tutors']"
Elgyem,It evolves into Beheeyem upon reaching level 42.,['Psychic'],"['Telepathy', 'Synchronize', 'Analytic']",55,55,55,85,55,30,33.33%,"['Land', 'Bosses']"
Emboar,It evolves from Pignite starting at level 36.,"['Fire', 'Fighting']","['Blaze', 'Reckless']",110,123,65,100,65,65,5.88%,[]
Emolga,,"['Electric', 'Flying']","['Static', 'Motor Drive']",55,75,60,75,60,103,26.14%,"['Land', 'Bosses']"
Escavalier,It evolves from Karrablast when traded with a Shelmet.,"['Bug', 'Steel']","['Swarm', 'Shell Armor', 'Overcoat']",70,135,105,60,105,20,9.8%,[]
Excadrill,It evolves from Drilbur starting at level 31.,"['Ground', 'Steel']","['Sand Rush', 'Sand Force', 'Mold Breaker']",110,135,60,50,65,88,7.84%,[]
Ferroseed,It evolves into Ferrothorn upon reaching level 40.,"['Grass', 'Steel']",['Iron Barbs'],44,50,91,24,86,10,33.33%,"['Land', 'Excavation', 'Bosses', 'Miscellaneous']"
Ferrothorn,It evolves from Ferroseed upon reaching level 40.,"['Grass', 'Steel']","['Iron Barbs', 'Anticipation']",74,94,131,54,116,20,11.76%,[]
Foongus,It evolves into Amoonguss upon reaching level 39.,"['Grass', 'Poison']","['Effect Spore', 'Regenerator']",69,55,45,55,55,15,24.84%,"['Land', 'Bosses']"
Fraxure,"Having it evolved from Axew upon reaching level 38, and evolves into Haxorus at level 48.",['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",66,117,70,40,50,67,7.84%,[]
Frillish,It evolves into Jellicent upon reaching level 40.,"['Water', 'Ghost']","['Cursed Body', 'Water Absorb', 'Damp']",55,40,50,65,85,40,24.84%,"['Surfing', 'Fishing', 'Bosses']"
Galvantula,It evolves from Joltik upon reaching level 36.,"['Bug', 'Electric']","['Compound Eyes', 'Unnerve', 'Swarm']",70,77,60,97,60,108,9.8%,[]
Garbodor,It evolves from Trubbish starting at level 36.,['Poison'],"['Stench', 'Weak Armor', 'Aftermath']",80,95,82,60,82,75,7.84%,[]
Genesect,,"['Bug', 'Steel']",['Download'],71,120,95,120,95,99,0.39%,[]
Gigalith,It evolves from Boldore when traded.,['Rock'],"['Sturdy', 'Sand Stream', 'Sand Force']",85,135,130,60,80,25,5.88%,['Land']
Golett,It evolves into Golurk upon reaching level 43.,"['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",59,74,50,35,50,35,24.84%,['Land']
Golurk,Having it evolved from Golett upon reaching level 43.,"['Ground', 'Ghost']","['Iron Fist', 'Klutz', 'No Guard']",89,124,80,55,80,55,11.76%,[]
Gothita,"It evolves into Gothorita upon reaching level 32, which then evolves into Gothitelle at level 41.",['Psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",45,30,50,55,65,45,26.14%,['Land']
Gothitelle,It evolves from Gothorita upon it reaching level 41.,['Psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",70,55,95,95,110,65,6.54%,[]
Gothorita,It evolves from Gothita at level 32 and evolves into Gothitelle upon reaching level 41.,['Psychic'],"['Frisk', 'Competitive', 'Shadow Tag']",60,45,70,75,85,55,13.07%,[]
Gurdurr,It evolves from Timburr starting at level 25 and then evolves into Conkeldurr when traded.,['Fighting'],"['Guts', 'Sheer Force', 'Iron Fist']",85,105,85,40,50,40,11.76%,[]
Haxorus,Having it evolved from Fraxure upon reaching level 48,['Dragon'],"['Rivalry', 'Mold Breaker', 'Unnerve']",76,147,90,60,70,97,5.88%,[]
Heatmor,,['Fire'],"['Gluttony', 'Flash Fire', 'White Smoke']",85,97,66,105,66,65,11.76%,['Land']
Herdier,It evolves from Lillipup starting at level 16 and then evolves into Stoutland upon reaching level 32.,['Normal'],"['Intimidate', 'Sand Rush', 'Scrappy']",65,80,65,35,65,60,15.69%,[]
Hydreigon,Having it evolved from Zweilous upon reaching level 64.,"['Dark', 'Dragon']",['Levitate'],92,105,90,125,90,80,5.88%,[]
Jellicent,It evolves from Frillish upon reaching level 40.,"['Water', 'Ghost']","['Cursed Body', 'Water Absorb', 'Damp']",100,60,70,85,105,60,7.84%,[]
Joltik,It evolves into Galvantula upon reaching level 36.,"['Bug', 'Electric']","['Compound Eyes', 'Unnerve', 'Swarm']",50,47,50,57,50,65,24.84%,"['Land', 'Headbutt Trees']"
Karrablast,It evolves into Escavalier when traded with a Shelmet. One player must trade Karrablast and the other must trade Shelmet.,['Bug'],"['Swarm', 'Shed Skin', 'No Guard']",50,75,45,40,45,60,26.14%,"['Land', 'Excavation']"
Keldeo,,"['Water', 'Fighting']",['Justified'],91,72,90,129,90,108,0.39%,[]
Klang,It evolves from Klink upon reaching level 38 and then evolves into Klinklang upon reaching level 49.,['Steel'],"['Plus', 'Minus', 'Clear Body']",60,80,95,70,85,50,7.84%,[]
Klink,It evolves into Klang upon reaching level 38.,['Steel'],"['Plus', 'Minus', 'Clear Body']",40,55,70,45,60,30,16.99%,"['Land', 'Bosses']"
Klinklang,It evolves from Klang upon reaching level 49.,['Steel'],"['Plus', 'Minus', 'Clear Body']",60,100,115,70,85,90,3.92%,[]
